326.000000,3.900000,0.830000,1.400000,4.600000,0.000000
307.000000,5.600000,0.900000,2.000000,6.000000,0.000000
340.000000,5.000000,1.010000,1.200000,6.200000,3.790000
384.000000,8.100000,2.230000,2.900000,7.700000,0.000000
401.000000,3.400000,1.030000,0.600000,2.900000,4.668000
360.000000,5.000000,1.270000,1.300000,3.100000,0.000000
440.000000,13.100000,5.320000,6.100000,13.800000,0.000000
608.000000,2.900000,2.190000,2.500000,3.600000,0.000000
572.000000,1.100000,0.760000,1.300000,2.500000,0.000000
594.000000,3.400000,2.480000,2.100000,4.400000,0.000000
495.000000,2.700000,1.310000,1.700000,4.200000,4.468000
499.000000,5.000000,2.400000,1.800000,4.900000,0.000000
497.000000,5.700000,2.600000,1.500000,5.000000,0.000000
517.000000,2.800000,1.360000,3.000000,6.300000,5.289000
461.000000,1.700000,0.720000,1.900000,4.500000,0.000000
477.000000,3.400000,1.390000,1.600000,3.600000,0.000000
490.000000,3.200000,1.510000,1.300000,4.400000,0.000000
437.000000,2.800000,1.050000,2.500000,2.700000,0.000000
463.000000,6.900000,2.900000,2.300000,4.400000,0.000000
465.000000,2.400000,1.030000,0.500000,3.800000,0.000000
432.000000,4.000000,1.450000,1.200000,3.500000,0.000000
392.000000,5.300000,1.790000,3.100000,3.400000,0.000000
369.000000,3.000000,0.820000,1.300000,2.700000,0.000000
330.000000,4.900000,1.070000,1.000000,2.800000,0.000000
352.000000,7.400000,1.830000,2.000000,6.700000,0.000000
317.000000,9.000000,1.810000,1.200000,3.300000,0.000000
302.000000,9.100000,1.660000,0.700000,3.500000,0.000000
306.000000,7.100000,1.330000,1.700000,4.100000,0.000000
303.000000,15.500000,2.850000,1.200000,7.200000,0.000000
294.000000,8.700000,1.500000,1.300000,2.200000,2.084000
275.000000,11.000000,1.540000,0.800000,5.900000,0.000000
283.000000,24.300000,3.420000,2.300000,9.500000,8.606000
512.000000,3.900000,1.960000,2.200000,3.900000,0.000000
402.000000,1.000000,0.300000,0.900000,3.000000,0.000000
311.000000,2.600000,0.440000,1.200000,2.500000,0.000000
573.000000,8.200000,5.400000,6.200000,12.000000,0.000000
557.000000,2.000000,1.210000,0.700000,4.000000,0.000000
520.000000,2.000000,1.050000,1.800000,3.200000,0.000000
434.000000,2.100000,0.790000,1.600000,3.400000,0.000000
407.000000,3.200000,1.000000,1.100000,3.800000,1.193000
344.000000,999.900000,99.990000,0.500000,3.100000,0.000000
376.000000,2.800000,0.740000,1.700000,4.900000,5.314000
425.000000,6.900000,2.420000,1.800000,4.800000,0.000000
375.000000,4.000000,1.030000,0.900000,3.600000,0.000000
316.000000,8.200000,1.430000,1.700000,3.000000,0.000000
368.000000,7.900000,2.440000,2.800000,16.100000,0.000000
471.000000,2.800000,1.220000,1.800000,3.200000,0.000000
389.000000,2.200000,0.620000,0.700000,3.000000,0.000000
341.000000,4.700000,1.000000,1.000000,3.600000,0.000000
541.000000,1.200000,0.710000,0.600000,12.900000,0.000000
428.000000,1.000000,0.380000,1.000000,6.600000,0.000000
436.000000,9.000000,3.090000,1.700000,3.300000,0.000000
380.000000,4.200000,1.130000,1.900000,5.800000,0.000000
379.000000,2.600000,0.750000,0.800000,5.000000,0.000000
346.000000,2.300000,0.490000,0.600000,4.100000,0.000000
336.000000,5.700000,1.100000,0.900000,2.500000,0.000000
320.000000,4.200000,0.800000,0.700000,4.100000,0.460000
305.000000,2.600000,0.480000,1.800000,4.100000,0.000000
313.000000,4.500000,0.760000,1.800000,3.500000,0.000000
314.000000,35.100000,5.800000,3.700000,6.500000,10.267000
631.000000,4.700000,3.740000,4.700000,8.900000,0.000000
641.000000,2.400000,1.910000,1.400000,3.400000,0.000000
622.000000,2.200000,1.730000,1.200000,3.700000,0.000000
534.000000,1.900000,1.050000,2.400000,3.200000,0.000000
487.000000,2.900000,1.380000,2.300000,4.300000,0.000000
449.000000,6.300000,2.300000,3.900000,5.100000,0.000000
386.000000,3.400000,0.900000,0.500000,4.900000,0.000000
343.000000,3.800000,0.840000,1.600000,5.000000,0.000000
299.000000,6.500000,1.050000,1.400000,6.000000,0.000000
378.000000,14.600000,3.720000,4.300000,9.400000,1.240000
497.000000,6.300000,3.000000,5.100000,11.000000,0.000000
559.000000,4.100000,2.360000,2.300000,3.500000,0.000000
532.000000,4.500000,2.510000,3.400000,6.000000,0.000000
553.000000,1.700000,0.920000,1.200000,4.200000,0.000000
396.000000,2.500000,0.680000,0.600000,6.000000,0.000000
347.000000,3.200000,0.690000,2.100000,7.200000,0.000000
406.000000,4.900000,1.400000,0.800000,7.300000,0.000000
340.000000,3.000000,0.630000,1.300000,4.300000,1.742000
340.000000,6.600000,1.340000,1.100000,4.300000,0.000000
362.000000,3.500000,0.860000,1.600000,4.800000,0.000000
336.000000,5.300000,1.110000,1.800000,7.300000,0.000000
414.000000,7.900000,2.440000,6.100000,8.000000,0.000000
466.000000,4.500000,1.710000,1.200000,8.100000,0.000000
446.000000,1.900000,0.760000,2.200000,5.300000,0.000000
397.000000,2.300000,0.730000,1.300000,3.800000,0.000000
350.000000,1.300000,0.310000,0.500000,4.300000,1.916000
362.000000,5.600000,1.250000,1.200000,3.600000,0.000000
330.000000,6.000000,1.130000,1.200000,3.100000,0.000000
